text,id
APT41 used DGA to change their C2 servers monthly., T1483 
BONDUPDATER uses a DGA to communicate with command and control servers., T1483 
CCBkdr can use a DGA for Fallback Channels if communications with the primary command and control server are lost., T1483 
"CHOPSTICK can use a DGA for Fallback Channels, domains are generated by concatenating words from lists.", T1483 
Ebury has used a DGA to generate a domain name for C2., T1483 
POSHSPY uses a DGA to derive command and control URLs from a word list., T1483 
Ursnif has used a DGA to generate domain names for C2., T1483 
"dsquery can be used to gather information on domain trusts with dsquery * -filter "" "" -attr *.", T1482 
Empire has modules for enumerating domain trusts., T1482 
Nltest may be used to enumerate trusted domains by using commands such as nltest directory, T1482 
PoshC2 has modules for enumerating domain trusts., T1482 
PowerSploit has modules such as Get-NetDomainTrust and Get-NetForestTrust to enumerate domain and forest trusts., T1482 
TrickBot can gather information about domain trusts by utilizing Nltest., T1482 
APT19 performed a watering hole attack on forbes  in 2014 to compromise targets., T1189 
APT32 has infected victims by tricking them into visiting compromised watering hole websites., T1189 
"APT37 has used strategic web compromises, particularly of South Korean websites, to distribute malware.", T1189 
The group has also used torrent file-sharing sites to more indiscriminately disseminate malware to victims., T1189 
"As part of their compromises, the group has used a Javascript based profiler called RICECURRY to profile a victim's web browser and deliver malicious code accordingly.", T1189 
APT38 has conducted watering holes schemes to gain initial access to victims., T1189 
BRONZE BUTLER compromised three Japanese websites using a Flash exploit to perform watering hole attacks., T1189 
Dark Caracal leveraged a watering hole to serve up malicious code., T1189 
Darkhotel used embedded iframes on hotel login portals to redirect selected victims to download malware., T1189 
Dragonfly 2.0 compromised legitimate organizations' websites to create watering holes to compromise victims., T1189 
Elderwood has delivered zero-day exploits and malware to victims by injecting malicious code into specific public Web pages visited by targets within a particular sector., T1189 
"KARAE was distributed through torrent file-sharing websites to South Korean victims, using a YouTube video downloader application as a lure.", T1189 
Lazarus Group delivered RATANKBA to victims via a compromised legitimate website., T1189 
Leafminer has infected victims using watering holes., T1189 
Patchwork has used watering holes to deliver files with exploits to initial victims., T1189 
PLATINUM has sometimes used drive-by attacks against vulnerable browser plugins., T1189 
POORAIM has been delivered through compromised sites acting as watering holes., T1189 
Threat Group-3390 has extensively used strategic web compromises to target victims., T1189 
"Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard dylib folders.", T1157 
Prevent users from being able to write files to the search paths for applications., T1157 
APT28 has delivered JHUHUGIT and Koadic by executing PowerShell commands through DDE in Word documents., T1173 
APT37 has used Windows DDE for execution of commands and a malicious VBS., T1173 
Cobalt Group has sent malicious Word OLE compound documents to victims., T1173 
FIN7 spear phishing campaigns have included malicious Word documents with DDE execution., T1173 
Gallmaker attempted to exploit Microsoft?????s DDE protocol in order to gain access to victim machines and for execution., T1173 
GravityRAT has been delivered via Word documents using DDE for execution., T1173 
HAWKBALL has used an OLE object that uses Equation Editor to drop the embedded shellcode., T1173 
KeyBoy uses the Dynamic Data Exchange   protocol to download remote payloads., T1173 
MuddyWater has used malware that can execute PowerShell scripts via DDE., T1173 
Patchwork leveraged the DDE protocol to deliver their malware., T1173 
POWERSTATS can use DDE to execute additional payloads on compromised hosts., T1173 
TA505 has leveraged malicious Word documents that abused DDE., T1173 
OSX/Shlayer can escalate privileges to root by asking the user for credentials., T1514 
"APT1 uses two utilities, GETMAIL and MAPIGET, to steal email.", T1114 
"GETMAIL extracts emails from archived Outlook   files, and MAPIGET steals email still on Exchange servers that has not yet been archived.", T1114 
APT28 has collected emails from victim Microsoft Exchange servers., T1114 
Backdoor.Oldrea collects address book information from Outlook., T1114 
Carbanak searches recursively for Outlook personal storage tables   files within user directories and sends them back to the C2 server., T1114 
CosmicDuke searches for Microsoft Outlook data files with extensions   and   for collection and exfiltration., T1114 
Crimson contains a command to collect and exfiltrate emails from Outlook., T1114 
Dragonfly 2.0 accessed email accounts using Outlook Web Access., T1114 
Emotet has been observed leveraging a module that scrapes email data from Outlook., T1114 
Empire has the ability to collect emails on a target system., T1114 
FIN4 has accessed and hijacked email communications using stolen credentials., T1114 
Ke3chang used a .NET tool to dump data from Microsoft Exchange mailboxes., T1114 
Leafminer used a tool called MailSniper to search through the Exchange server mailboxes for keywords., T1114 
LightNeuron collects emails matching rules specified in its configuration., T1114 
Magic Hound has collected .PST archives., T1114 
MailSniper can be used for searching through email in Exchange and Office 365 environments., T1114 
Pupy can interact with a victim?????s Outlook session and look through folders and emails., T1114 
Ruler can be used to enumerate Exchange users and dump the GAL., T1114 
Some SeaDuke samples have a module to extract email from Microsoft Exchange servers using compromised credentials., T1114 
Smoke Loader searches through Outlook files and directories  ., T1114 
TrickBot collects email addresses from Outlook., T1114 
Consider disabling emond by removing the Launch Daemon plist file., T1519 
ZxShell has a feature to perform SYN flood attack on a host., T1499 
APT33 has used kill dates in their malware to guardrail execution., T1480 
Equation has been observed utilizing environmental keying in payload delivery., T1480 
ADVSTORESHELL is capable of starting a process using CreateProcess., T1106 
"APT37 leverages the Windows API call  VirtualAlloc , WriteProcessMemory , and CreateRemoteThread  for process injection.", T1106 
BADNEWS has a command to download an   and execute it via CreateProcess API., T1106 
It can also run with ShellExecute., T1106 
Bankshot creates processes using the Windows API call  CreateProcessA  and CreateProcessAsUserA ., T1106 
"Cobalt Strike's ""beacon"" payload is capable of running shell commands without cmd  and PowerShell commands without powershell", T1106 
Empire contains a variety of enumeration modules that have an option to use API calls to carry out tasks., T1106 
"Gorgon Group malware can leverage the Windows API call, CreateProcessA , for execution.", T1106 
"HAWKBALL has leveraged several Windows API calls to create processes, gather disk information, and detect debugger activity.", T1106 
HyperBro has the ability to run an application   or script/file   via API., T1106 
InnaputRAT uses the API call ShellExecuteW for execution., T1106 
LightNeuron is capable of starting a process using CreateProcess., T1106 
Mosquito leverages the CreateProcess  and LoadLibrary  calls to execute files with the   and   extensions., T1106 
PlugX can use the Windows API function CreateProcess to execute another process., T1106 
RDFSNIFFER has used several Win32 API functions to interact with the victim machine., T1106 
Silence leverages the Windows API to perform a variety of tasks., T1106 
SynAck parses the export tables of system DLLs to locate and call various Windows API functions., T1106 
"TrickBot uses the Windows API call, CreateProcessW , to manage execution flow.", T1106 
Turla and its RPC backdoors have used APIs calls for various tasks related to subverting AMSI and accessing then executing commands through RPC and/or named pipes., T1106 
Ursnif has used CreateProcessW to create child processes., T1106 
Volgmer executes payloads using the Windows API call CreateProcessW ., T1106 
XAgentOSX contains the execFile function to execute a specified file on the system using the NSTas  method., T1106 
Astaroth uses the LoadLibraryExW  function to load additional modules., T1129 
BOOSTWRITE has used the DWriteCreateFactory  function to load additional modules., T1129 
Hydraq creates a backdoor through which remote attackers can load and call DLL functions., T1129 
PUNCHBUGGY can load a DLL using the LoadLibrary API., T1129 
APT33 has used FTP to exfiltrate files  ., T1048 
BITSAdmin can be used to create BITS Jobs to upload files from a compromised host., T1048 
Carbon uses HTTP to send data to the C2 server., T1048 
Cherry Picker exfiltrates files over FTP., T1048 
CosmicDuke exfiltrates collected files over FTP or WebDAV., T1048 
Exfiltration servers can be separately configured from C2 servers., T1048 
Empire can use Dropbox and GitHub for data exfiltration., T1048 
FIN8 has used FTP to exfiltrate collected data., T1048 
FTP may be used to exfiltrate data separate from the main command and control protocol., T1048 
HAMMERTOSS exfiltrates data by uploading it to accounts created by the actors on Web cloud storage providers for the adversaries to retrieve later., T1048 
Hydraq connects to a predefined domain on port 443 to exfil gathered information., T1048 
Lazarus Group malware SierraBravo-Two generates an email message via SMTP containing information about newly infected victims., T1048 
OilRig has exfiltrated data over FTP separately from its primary C2 channel over DNS., T1048 
"Remsec can exfiltrate data via a DNS tunnel or email, separately from its C2 channel.", T1048 
Thrip has used WinSCP to exfiltrate data from a targeted organization over FTP., T1048 
Turla has used WebDAV to upload stolen USB files to a cloud drive., T1048 
ADVSTORESHELL exfiltrates data over the same channel used for C2., T1041 
APT3 has a tool that exfiltrates data over the C2 channel., T1041 
APT32's backdoor has exfiltrated data using the already opened channel with its C&C server., T1041 
Astaroth exfiltrates collected information from its r1  file to the external C2 server., T1041 
Adversaries can direct BACKSPACE to upload files to the C2 Server., T1041 
Bankshot exfiltrates data over its C2 channel., T1041 
CallMe exfiltrates data to its C2 server over the same protocol as C2 communications., T1041 
Cannon exfiltrates collected data over email via SMTP/S and POP3/S C2 channels., T1041 
Emotet has been seen exfiltrating system information stored within cookies sent within an HTTP GET request back to its C2 servers., T1041 
Empire can send data gathered from a target through the command and control channel., T1041 
A Gamaredon Group file stealer transfers collected files to a hardcoded C2 server., T1041 
HAWKBALL has sent system information and files over the C2 channel., T1041 
HOPLIGHT has used its C2 channel to exfiltrate data., T1041 
Ke3chang transferred compressed and encrypted RAR files containing exfiltration through the established backdoor command and control channel during operations., T1041 
Kimsuky has exfiltrated data over its email C2 channel., T1041 
Lazarus Group malware IndiaIndia saves information gathered about the victim to a file that is uploaded to one of its 10 C2 servers., T1041 
Another Lazarus Group malware sample also performs exfiltration over the C2 channel., T1041 
LightNeuron exfiltrates data over its email C2 channel., T1041 
Machete's collected data is exfiltrated over the same channel used for C2., T1041 
MobileOrder exfiltrates data to its C2 server over the same protocol as C2 communications., T1041 
NETEAGLE is capable of reading files over the C2 channel., T1041 
OopsIE can upload files from the victim's machine to its C2 server., T1041 
Proxysvc performs data exfiltration over the control server channel using a custom protocol., T1041 
Psylo exfiltrates data to its C2 server over the same protocol as C2 communications., T1041 
Pteranodon exfiltrates screenshot files to its C2 server., T1041 
"Pupy can send screenshots files, keylogger data, files, and recorded audio back to the C2 server.", T1041 
"Remexi performs exfiltration over BITSAdmin, which is also used for the C2 channel.", T1041 
ROKRAT sends collected files back over same C2 channel., T1041 
Soft Cell used Web shells and HTRAN for C2 as well as to exfiltrate data., T1041 
"After data is collected by Stealth Falcon malware, it is exfiltrated over the existing C2 channel.", T1041 
Zebrocy has exfiltrated data to the designated C2 server using HTTP POST requests., T1041 
"Flame has a module named BeetleJuice that contains Bluetooth functionality that may be used in different ways, including transmitting encoded information from the infected system over the Bluetooth protocol, acting as a Bluetooth beacon, and identifying other Bluetooth devices in the vicinity.", T1011 
Agent  creates a file named thumb.dd on all USB flash drives connected to the victim., T1052 
This file contains information about the infected system and activity logs., T1052 
Machete has a feature to copy files from every drive onto a removable drive in a hidden folder., T1052 
Remsec contains a module to move data from airgapped networks to Internet-connected systems by using a removable USB device., T1052 
SPACESHIP copies staged data to removable drives when they are inserted into the system., T1052 
USBStealer exfiltrates collected files via removable media from air-gapped victims., T1052 
Axiom has been observed using SQL injection to gain access to systems., T1190 
Havij is used to automate SQL injection., T1190 
Night Dragon has performed SQL injection attacks of extranet web servers to gain access., T1190 
Soft Cell exploited a publicly-facing server to gain access to the network., T1190 
sqlmap can be used to automate exploitation of SQL injection vulnerabilities., T1190 
"admin@338 has exploited client software vulnerabilities for execution, such as Microsoft Word CVE-2012-0158.", T1203 
Agent Tesla exploits CVE-2017-11882 in Microsoft?????s Equation Editor to execute a process., T1203 
"APT12 has exploited multiple vulnerabilities for execution, including Microsoft Office vulnerabilities   and vulnerabilities in Adobe Reader and Flash  .", T1203 
APT28 has exploited Microsoft Office vulnerability CVE-2017-0262 for execution., T1203 
"APT29 has used multiple software exploits for common client software, like Microsoft Word and Adobe Reader, to gain code execution as part of.", T1203 
APT32 has used RTF document that includes an exploit to execute malicious code., T1203 
APT33 has attempted to exploit a known vulnerability in WinRAR  ., T1203 
APT37 has used Flash Player   and Word   exploits for execution., T1203 
"APT41 leveraged the follow exploits in their operation  CVE-2012-0158, CVE-2015-1641, CVE-2017-0199, CVE-2017-11882, and CVE-2019-3396.", T1203 
Bankshot leverages a known zero-day vulnerability in Adobe Flash to execute the implant into the victims????? machines., T1203 
BRONZE BUTLER has exploited Microsoft Word vulnerability CVE-2014-4114 for execution., T1203 
"Cobalt Group had exploited multiple vulnerabilities for execution, including Microsoft?????s Equation Editor  , an Internet Explorer vulnerability  , CVE-2017-8570, CVE-2017-0199, and CVE-2017-8759.", T1203 
DealersChoice leverages vulnerable versions of Flash to perform execution., T1203 
"Elderwood has used exploitation of endpoint software, including Microsoft Internet Explorer Adobe Flash vulnerabilities, to gain execution.", T1203 
They have also used zero-day exploits., T1203 
"EvilBunny has exploited CVE-2011-4369, a vulnerability in the PRC component in Adobe Reader.", T1203 
HAWKBALL has exploited Microsoft Office vulnerabilities CVE-2017-11882 and CVE-2018-0802 to deliver the payload., T1203 
KeyBoy exploits the vulnerability CVE-2012-0158 for execution., T1203 
Lazarus Group has exploited Adobe Flash vulnerability CVE-2018-4878 for execution., T1203 
"Leviathan has exploited multiple Microsoft Office and .NET vulnerabilities for execution, including CVE-2017-0199, CVE-2017-8759, and CVE-2017-11882.", T1203 
Patchwork uses malicious documents to deliver remote execution exploits as part of., T1203 
"The group has previously exploited CVE-2017-8570, CVE-2012-1856, CVE-2014-4114, CVE-2017-0199, and CVE-2015-1641.", T1203 
"SpeakUp attempts to exploit the following vulnerabilities in order to execute its malicious scrip  CVE-2012-0874, CVE-2010-1871, CVE-2017-10271, CVE-2018-2894, CVE-2016-3088, JBoss AS 3/4/5/6, and the Hadoop YARN ResourceManager.", T1203 
TA459 has exploited Microsoft Word vulnerability CVE-2017-0199 for execution., T1203 
The White Company has taken advantage of a known vulnerability in Microsoft Word   to execute code., T1203 
Threat Group-3390 has exploited the Microsoft SharePoint vulnerability CVE-2019-0604., T1203 
"Tropic Trooper has executed commands through Microsoft security vulnerabilities, including CVE-2017-11882, CVE-2018-0802, and CVE-2012-0158.", T1203 
"Xbash can attempt to exploit known vulnerabilities in Hadoop, Redis, or ActiveMQ when it finds those services running in order to conduct further execution.", T1203 
Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing., T1212 
Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation., T1212 
Risks of additional exploits and weaknesses in these systems may still exist., T1212 
Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard   and the Enhanced Mitigation Experience Toolkit   can be used to mitigate some exploitation behavior., T1212 
Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring., T1212 
Many of these protections depend on the architecture and target application binary for compatibility and may not work for software targeted for defense evasion., T1212 
Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization., T1212 
Update software regularly by employing patch management for internal enterprise endpoints and servers., T1212 
APT28 has used CVE-2015-4902 to bypass security features., T1211 
"APT28 has exploited CVE-2014-4076, CVE-2015-2387, CVE-2015-1701, CVE-2017-0263 to escalate privileges.", T1068 
APT32 has used CVE-2016-7255 to escalate privileges., T1068 
APT33 has used a publicly available exploit for CVE-2017-0213 to escalate privileges on a local system., T1068 
Cobalt Group has used exploits to increase their levels of rights and privileges., T1068 
Cobalt Strike can exploit vulnerabilities such as MS14-058., T1068 
CosmicDuke attempts to exploit privilege escalation vulnerabilities CVE-2010-0232 or CVE-2010-4398., T1068 
Empire can exploit vulnerabilities such as MS16-032 and MS16-135., T1068 
FIN6 has used tools to exploit Windows vulnerabilities in order to escalate privileges., T1068 
"The tools targeted CVE-2013-3660, CVE-2011-2005, and CVE-2010-4398, all of which could allow local users to access kernel-level privileges.", T1068 
FIN8 has exploited the CVE-2016-0167 local vulnerability., T1068 
JHUHUGIT has exploited CVE-2015-1701 and CVE-2015-2387 to escalate privileges., T1068 
PLATINUM has leveraged a zero-day vulnerability to escalate privileges., T1068 
PoshC2 contains modules for local privilege escalation exploits such as CVE-2016-9192 and CVE-2016-0099., T1068 
Remsec has a plugin to drop and execute vulnerable Outpost Sandbox or avast!, T1068 
Virtualization drivers in order to gain kernel mode privileges., T1068 
Threat Group-3390 has used CVE-2014-6324 to escalate privileges., T1068 
Wingbird exploits CVE-2016-4117 to allow an executable to gain escalated privileges., T1068 
APT28 exploited a Windows SMB Remote Code Execution Vulnerability to conduct lateral movement., T1210 
Emotet has been seen exploiting SMB via a vulnerability exploit like ETERNALBLUE   to achieve lateral movement and propagation., T1210 
"Empire has a limited number of built-in modules for exploiting remote SMB, JBoss, and Jenkins servers.", T1210 
Flame can use MS10-061 to exploit a print spooler vulnerability in a remote system with a shared printer in order to move laterally., T1210 
"NotPetya can use two exploits in SMBv1, EternalBlue and EternalRomance, to spread itself to other remote systems on the network.", T1210 
PoshC2 contains a module for exploiting SMB via EternalBlue., T1210 
Threat Group-3390 has exploited MS17-101 to move laterally to other systems on the network., T1210 
WannaCry uses an exploit in SMBv1 to spread itself to other remote systems on a network., T1210 
APT18 actors leverage legitimate credentials to log into external remote services., T1133 
APT41 compromised an online billing/payment service using VPN access between a third-party service provider and the targeted payment service., T1133 
Dragonfly 2.0 used VPNs and Outlook Web Access   to maintain access to victim networks., T1133 
"FIN5 has used legitimate VPN, Citrix, or VNC credentials to maintain access to a victim environment.", T1133 
"Ke3chang regained access after eviction via the corporate VPN solution with a stolen VPN certificate, which they had extracted from a compromised host.", T1133 
Linux Rabbit attempts to gain access to the server via SSH., T1133 
Night Dragon has used compromised VPN accounts to gain access to victim systems., T1133 
"OilRig uses remote services such as VPN, Citrix, or OWA to persist in an environment.", T1133 
Soft Cell established VPN access into victim environments., T1133 
TEMP.Veles has used a VPN to persist in the victim environment., T1133 
Threat Group-3390 actors look for and use VPN profiles during an operation to access the network using external VPN services., T1133 
Epic has overwritten the function pointer in the extra window memory of Explorer's Shell_TrayWnd in order to execute malicious code in the context of the explorer  process., T1181 
Power Loader overwrites Explorer?????s Shell_TrayWnd extra window memory to redirect execution to a NTDLL function that is abused to assemble and execute a return-oriented programming   chain and create a malicious thread within Explorer ., T1181 
APT41 used the Steam community page as a fallback mechanism for C2., T1008 
BISCUIT malware contains a secondary fallback command and control server that is contacted after the primary command and control server., T1008 
BlackEnergy has the capability to communicate over a backup channel via plus gle ., T1008 
Cardinal RAT can communicate over multiple C2 host and port combinations., T1008 
CHOPSTICK can switch to a new C2 channel if the current one is broken., T1008 
Derusbi uses a backup communication method with an HTTP beacon., T1008 
"DustySky has two hard-coded domains for C2 servers; if the first does not respond, it will try the second.", T1008 
HOPLIGHT has multiple C2 channels in place in case one fails., T1008 
"JHUHUGIT tests if it can reach its C2 server by first attempting a direct connection, and if it fails, obtaining proxy settings and sending the connection through a proxy, and finally injecting code into a running browser if the proxy method fails.", T1008 
Kazuar can accept multiple URLs for C2 servers., T1008 
Kwampirs uses a large list of C2 servers that it cycles through until a successful connection is established., T1008 
"Lazarus Group malware SierraAlfa sends data to one of the hard-coded C2 servers chosen at random, and if the transmission fails, chooses a new C2 server to attempt the transmission again.", T1008 
Linfo creates a backdoor through which remote attackers can change C2 servers., T1008 
"Machete has sent data over HTTP if FTP failed, and has also used a fallback server.", T1008 
MiniDuke uses Google Search to identify C2 servers if its primary C2 method via Twitter is not working., T1008 
"Mis-Type first attempts to use a Base64-encoded network protocol over a raw TCP socket for C2, and if that method fails, falls back to a secondary HTTP-based protocol to communicate to an alternate C2 server.", T1008 
NETEAGLE will attempt to detect if the infected host is configured to a proxy., T1008 
"If so, NETEAGLE will send beacons via an HTTP POST request; otherwise it will send beacons via UDP/6000.", T1008 
OilRig malware ISMAgent falls back to its DNS tunneling mechanism if it is unable to reach the C2 server over HTTP., T1008 
QUADAGENT uses multiple protocols   for its C2 server as fallback channels if communication with one is unsuccessful., T1008 
"S-Type primarily uses port 80 for C2, but falls back to ports 443 or 8080 if initial communication fails.", T1008 
SslMM has a hard-coded primary and backup C2 string., T1008 
WinMM is usually configured with primary and backup domains for C2 communications., T1008 
The C2 server used by XTunnel provides a port number to the victim to use as a fallback in case the connection closes on the currently used port., T1008 
3PARA RAT has a command to retrieve metadata for files on disk as well as a command to list the current working directory., T1083 
4H RAT has the capability to obtain file and directory listings., T1083 
admin@338 actors used the following commands after exploiting a machine with LOWBALL malware to obtain information about files and directorie  dir directorydirectory, T1083 
ADVSTORESHELL can list files and directories., T1083 
APT18 can list files information for specific directories., T1083 
"APT28 has used Forfiles to locate PDF, Excel, and Word documents during.", T1083 
The group also searched a compromised DCCC computer for specific terms., T1083 
APT3 has a tool that looks for files and directories on the local file system., T1083 
APT32's backdoor possesses the capability to list files and directories on a machine., T1083 
AuditCred can search through folders and files on the system., T1083 
"AutoIt backdoor is capable of identifying documents on the victim with the following extension   ;  ,  ,  ,  x,  ,  ,  x,  x, and  g.", T1083 
Azorult can recursively search for files in folders and collects files from the desktop with certain extensions., T1083 
"BabyShark has used dir to search for ""programfiles"" and ""appdata"".", T1083 
"Backdoor.Oldrea collects information about available drives, default browser, desktop file list, My Documents, Internet history, program files, and root of available drives.", T1083 
It also searches for ICS-related software files., T1083 
BACKSPACE allows adversaries to search for files., T1083 
"BADNEWS identifies files with certain extensions from USB devices, then copies them to a predefined directory.", T1083 
Bankshot searches for files on the victim's machine., T1083 
BBSRAT can list file and directory information., T1083 
BLACKCOFFEE has the capability to enumerate files., T1083 
BlackEnergy gathers a list of installed apps from the uninstall program Registry., T1083 
"It also gathers registered mail, browser, and instant messaging clients from the Registry.", T1083 
BlackEnergy has searched for given file types., T1083 
"BRONZE BUTLER has collected a list of files from the victim and uploaded it to its C2 server, and then created a new list of specific files to steal.", T1083 
Cannon can obtain victim drive information as well as a list of folders in directory, T1083 
Cardinal RAT checks its current working directory upon execution and also contains watchdog functionality that ensures its executable is located in the correct path  ., T1083 
ChChes collects the victim's %TEMP% directory path and version of Internet Explorer., T1083 
China Chopper's server component can list directory contents., T1083 
"An older version of CHOPSTICK has a module that monitors all mounted volumes for files with the extensions  ,  x,  ,  , .m2f, or .m2o.", T1083 
cmd can be used to find files and directories with native functionality such as dir commands., T1083 
CORALDECK searches for specified files., T1083 
CosmicDuke searches attached and mounted drives for file extensions and keywords that match a predefined list., T1083 
"Crimson contains commands to list files and directories, as well as search for files matching certain extensions from a defined list.", T1083 
CrossRAT can list all files on a system., T1083 
Dark Caracal collected file listings of all default Windows directories., T1083 
DDKONG lists files on the victim?????s machine., T1083 
Denis has several commands to search directories for files., T1083 
"Derusbi is capable of obtaining directory, file, and drive listings.", T1083 
Dragonfly 2.0 used a batch script to gather folder and file names from victim hosts., T1083 
Dust Storm has used Android backdoors capable of enumerating specific files on the infected devices., T1083 
DustySky scans the victim for files that contain certain keywords from a list that is obtained from the C2 as a text file., T1083 
It also collects information about installed software., T1083 
A variant of Elise executes dir directory, T1083 
ELMER is capable of performing directory listings., T1083 
Empire includes various modules for finding files of interest on hosts and network shares., T1083 
"Epic recursively searches for all   files on the system and collects a directory listing of the Desktop, %TEMP%, and directory", T1083 
FALLCHILL can search files on a victim., T1083 
FinFisher enumerates directories and scans for certain files., T1083 
Forfiles can be used to locate certain types of files/directories in a system., T1083 
FruitFly looks for specific files and file types., T1083 
Fysbis has the ability to search for files., T1083 
"GeminiDuke collects information from the victim, including installed drivers, programs previously executed by users, programs and services configured to automatically run at startup, files and folders present in any user's home folder, files and folders present in any user's My Documents, programs installed to the Program Files folder, and recently accessed files, folders, and programs.", T1083 
"Gold Dragon lists the directories for Desktop, program files, and the user?????s recently accessed files.", T1083 
"GravityRAT collects the volumes mapped on the system, and also steals files with the following extension   x,  ,  x,  ,  x,  ,  , and  .", T1083 
Honeybee's service-based DLL implant traverses the FTP server?????s directories looking for files with keyword matches for computer names or certain keywords., T1083 
HOPLIGHT has been observed enumerating system drives and partitions., T1083 
"HTTPBrowser is capable of listing files, folders, and drives on a victim.", T1083 
"Hydraq creates a backdoor through which remote attackers can check for the existence of files, including its own components, as well as retrieve a list of logical drives.", T1083 
InnaputRAT enumerates directories and obtains file attributes on a system., T1083 
InvisiMole can lists information about files in a directory., T1083 
Ixeshe can list file and directory information., T1083 
JPIN can enumerate drives and their types., T1083 
It can also change file permissions using cacls ., T1083 
jRAT can browse file systems., T1083 
Kasidet has the ability to search for a given filename on a victim., T1083 
"Kazuar finds a specified directory, lists the files and metadata about those files.", T1083 
Ke3chang uses command-line interaction to search files and directories., T1083 
KeyBoy has a command to launch a file browser or explorer on the system., T1083 
KEYMARBLE has a command to search for files on the victim?????s machine., T1083 
Kimsuky has the ability to enumerate all the drives on an infected system., T1083 
"A version of KONNI searches for filenames created with a previous version of the malware, suggesting different versions targeted the same victims and the versions may work together.", T1083 
"Kwampirs collects a list of files and directories in directorydirectory directory directory""directory"".", T1083 
Several Lazarus Group malware samples use a common function to identify target files by their extension., T1083 
"Lazarus Group malware families can also enumerate files and directories, including a Destover-like variant that lists files and gathers information for all drives.", T1083 
Leafminer used a tool called MailSniper to search for files on the desktop and another utility called Sobolsoft to extract attachments from EML files., T1083 
Linfo creates a backdoor through which remote attackers can list contents of drives and search for files., T1083 
Machete produces file listings in order to search for files to be exfiltrated., T1083 
"Magic Hound malware can list a victim's logical drives and the type, as well the total/free space of the fixed devices.", T1083 
Other malware can list a directory's contents., T1083 
Micropsia can perform a recursive directory listing for all volume drives available on the victim's machine and can also fetch specific files by their paths., T1083 
"Misdat is capable of running commands to obtain a list of files and directories, as well as enumerating logical drives.", T1083 
"MobileOrder has a command to upload to its C2 server information about files on the victim mobile device, including SD card size, installed app list, SMS content, contacts, and calling history.", T1083 
MoonWind has a command to return a directory listing for a specified directory., T1083 
"MuddyWater has used malware that checked if the ProgramData folder had folders or files with the keywords ""Kasper,"" ""Panda,"" or ""ESET.""", T1083 
NDiskMonitor can obtain a list of all files and directories as well as logical drives., T1083 
NETEAGLE allows adversaries to enumerate and modify the infected host's file system., T1083 
"It supports searching for directories, creating directories, listing directory contents, reading and writing to files, retrieving file attributes, and retrieving volume information.", T1083 
njRAT can browse file systems using a file manager module., T1083 
OceanSalt can extract drive information from the endpoint and search files on the system., T1083 
Octopus collects information on the Windows directory and searches for compressed RAR files on the host., T1083 
Orz can gather victim drive information., T1083 
OwaAuth has a command to list its directory and logical drives., T1083 
Pasam creates a backdoor through which remote attackers can retrieve lists of files., T1083 
A Patchwork payload has searched all fixed drives on the victim for files matching a specified list of extensions., T1083 
PinchDuke searches for files created within a certain timeframe and whose file extension matches a predefined list., T1083 
Pisloader has commands to list drives on the victim machine and to list file information for a given directory., T1083 
PlugX has a module to enumerate drives and find files recursively., T1083 
POORAIM can conduct file browsing., T1083 
PoshC2 can enumerate files on the local file system and includes a module for enumerating recently accessed files., T1083 
PowerDuke has commands to get the current directory name as well as the size of a file., T1083 
"It also has commands to obtain information about logical drives, drive type, and free space.", T1083 
POWRUNER may enumerate user directories on a victim., T1083 
"A module in Prikormka collects information about the paths, size, and creation time of files with specific file extensions, but not the actual content of the file.", T1083 
Proxysvc lists files in directories., T1083 
Psylo has commands to enumerate all storage devices and to find all files that start with a particular string., T1083 
Pteranodon identifies files matching certain file extension and copies them to subdirectories it created., T1083 
Pupy can walk through directories and recursively search for strings in files., T1083 
RARSTONE obtains installer properties from Uninstall Registry Key entries to obtain information about installed applications and how to uninstall certain applications., T1083 
RedLeaves can enumerate and search for files and directories., T1083 
Remcos can search for files on the infected machine., T1083 
Remsec is capable of listing contents of folders on the victim., T1083 
Remsec also searches for custom network encryption software on victims., T1083 
ROKRAT has the ability to gather a list of files and directories on the infected system., T1083 
Rover automatically searches for files on local drives based on a predefined list of file extensions., T1083 
RTM can scan victim drives to look for specific banking software on the machine to determine next actions., T1083 
It also looks at browsing history and open tabs for specific strings., T1083 
Seasalt has the capability to identify the drive type on a victim., T1083 
SHOTPUT has a command to obtain a directory listing., T1083 
Smoke Loader recursively searches through directories for files., T1083 
SOUNDBITE is capable of enumerating and manipulating files and directories., T1083 
Sowbug identified and extracted all Word documents on a server by using a command containing *   and * x., T1083 
The actors also searched for documents based on a specific date range and attempted to identify all installed software on a victim., T1083 
SPACESHIP identifies files and directories for collection by searching for specific file extensions or file modification time., T1083 
StreamEx has the ability to enumerate drive types., T1083 
SynAck checks its directory location in an attempt to avoid launching in a sandbox., T1083 
"TINYTYPHON searches through the drive containing the OS, then all drive letters C through to Z, for documents matching certain extensions.", T1083 
